event_id,timestamp,source_ip,destination_ip,protocol,attack_type,attack_category,confidence,risk_level,status,priority_score
E-26808,2026-06-07 05:40:19,192.168.1.107,10.0.0.17,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27051,2026-06-07 05:40:18,192.168.1.150,10.0.0.10,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-26257,2026-06-07 05:40:16,192.168.1.156,10.0.0.16,TCP,Benign,정상 트래픽,0.9274,Low,정상,5
E-27481,2026-06-07 05:40:15,192.168.1.180,10.0.0.40,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-28582,2026-06-07 05:40:07,192.168.1.181,10.0.0.41,TCP,Benign,정상 트래픽,0.9429,Low,정상,5
E-26099,2026-06-07 05:39:44,192.168.1.198,10.0.0.58,TCP,Scanning,탐색형 공격,0.9692,Medium,관찰 필요,84
E-26507,2026-06-07 05:39:34,192.168.1.106,10.0.0.16,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-29347,2026-06-07 05:39:19,192.168.1.146,10.0.0.56,TCP,Password,인증 공격,0.9364,High,확인 필요,94
E-26966,2026-06-07 05:39:11,192.168.1.165,10.0.0.25,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-26126,2026-06-07 05:38:58,192.168.1.125,10.0.0.35,TCP,Reconnaissance,탐색형 공격,0.9265,Medium,관찰 필요,84
E-27816,2026-06-07 05:38:56,192.168.1.115,10.0.0.25,TCP,Benign,정상 트래픽,0.9997,Low,정상,5
E-25089,2026-06-07 05:38:48,192.168.1.188,10.0.0.48,TCP,Scanning,탐색형 공격,0.983,Medium,관찰 필요,84
E-25925,2026-06-07 05:38:36,192.168.1.124,10.0.0.34,TCP,Scanning,탐색형 공격,0.9326,Medium,관찰 필요,84
E-29042,2026-06-07 05:38:35,192.168.1.141,10.0.0.51,TCP,Benign,정상 트래픽,0.9406,Low,정상,5
E-28738,2026-06-07 05:38:27,192.168.1.137,10.0.0.47,TCP,Benign,정상 트래픽,0.9509,Low,정상,5
E-25354,2026-06-07 05:37:46,192.168.1.153,10.0.0.13,TCP,XSS,웹 공격,0.9543,High,확인 필요,95
E-25321,2026-06-07 05:37:46,192.168.1.120,10.0.0.30,TCP,Benign,정상 트래픽,0.8749,Low,정상,5
E-27246,2026-06-07 05:37:35,192.168.1.145,10.0.0.55,TCP,Reconnaissance,탐색형 공격,0.9929,Medium,관찰 필요,84
E-26058,2026-06-07 05:37:17,192.168.1.157,10.0.0.17,TCP,Reconnaissance,탐색형 공격,0.9686,Medium,관찰 필요,84
E-29954,2026-06-07 05:37:16,192.168.1.153,10.0.0.13,TCP,Scanning,탐색형 공격,0.9824,Medium,관찰 필요,84
E-29916,2026-06-07 05:37:15,192.168.1.115,10.0.0.25,TCP,Benign,정상 트래픽,0.7581,Low,정상,5
E-25375,2026-06-07 05:37:14,192.168.1.174,10.0.0.34,TCP,Reconnaissance,탐색형 공격,0.9836,Medium,관찰 필요,84
E-28492,2026-06-07 05:36:11,192.168.1.191,10.0.0.51,TCP,Reconnaissance,탐색형 공격,0.9994,Medium,관찰 필요,84
E-27957,2026-06-07 05:35:20,192.168.1.156,10.0.0.16,TCP,XSS,웹 공격,0.9445,High,확인 필요,94
E-25154,2026-06-07 05:35:02,192.168.1.153,10.0.0.13,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-29706,2026-06-07 05:34:53,192.168.1.105,10.0.0.15,TCP,Reconnaissance,탐색형 공격,0.9705,Medium,관찰 필요,84
E-26243,2026-06-07 05:34:28,192.168.1.142,10.0.0.52,TCP,Password,인증 공격,0.995,High,확인 필요,99
E-26657,2026-06-07 05:34:27,192.168.1.156,10.0.0.16,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-27581,2026-06-07 05:34:03,192.168.1.180,10.0.0.40,TCP,XSS,웹 공격,0.9634,High,확인 필요,96
E-28494,2026-06-07 05:33:42,192.168.1.193,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.9585,Medium,관찰 필요,84
E-26265,2026-06-07 05:33:34,192.168.1.164,10.0.0.24,TCP,Reconnaissance,탐색형 공격,0.9164,Medium,관찰 필요,84
E-25407,2026-06-07 05:33:00,192.168.1.106,10.0.0.16,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-26862,2026-06-07 05:32:49,192.168.1.161,10.0.0.21,TCP,Injection,웹 공격,0.9395,High,확인 필요,94
E-28981,2026-06-07 05:32:25,192.168.1.180,10.0.0.40,TCP,Scanning,탐색형 공격,0.9975,Medium,관찰 필요,84
E-27732,2026-06-07 05:32:04,192.168.1.131,10.0.0.41,TCP,XSS,웹 공격,0.9997,High,확인 필요,100
E-25882,2026-06-07 05:31:46,192.168.1.181,10.0.0.41,TCP,Password,인증 공격,0.9974,High,확인 필요,100
E-28299,2026-06-07 05:31:29,192.168.1.198,10.0.0.58,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-25731,2026-06-07 05:31:19,192.168.1.130,10.0.0.40,TCP,Scanning,탐색형 공격,0.9838,Medium,관찰 필요,84
E-26154,2026-06-07 05:30:25,192.168.1.153,10.0.0.13,TCP,Reconnaissance,탐색형 공격,0.9568,Medium,관찰 필요,84
E-26766,2026-06-07 05:29:57,192.168.1.165,10.0.0.25,TCP,Benign,정상 트래픽,0.9382,Low,정상,5
E-27532,2026-06-07 05:29:32,192.168.1.131,10.0.0.41,TCP,Reconnaissance,탐색형 공격,0.9954,Medium,관찰 필요,84
E-28510,2026-06-07 05:28:37,192.168.1.109,10.0.0.19,TCP,XSS,웹 공격,0.952,High,확인 필요,95
E-29924,2026-06-07 05:28:19,192.168.1.123,10.0.0.33,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-29498,2026-06-07 05:27:08,192.168.1.197,10.0.0.57,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27199,2026-06-07 05:26:24,192.168.1.198,10.0.0.58,TCP,Reconnaissance,탐색형 공격,0.9369,Medium,관찰 필요,84
E-28472,2026-06-07 05:26:04,192.168.1.171,10.0.0.31,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-29974,2026-06-07 05:25:18,192.168.1.173,10.0.0.33,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-29902,2026-06-07 05:25:17,192.168.1.101,10.0.0.11,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-29618,2026-06-07 05:25:17,192.168.1.117,10.0.0.27,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-29797,2026-06-07 05:24:55,192.168.1.196,10.0.0.56,TCP,Scanning,탐색형 공격,0.9984,Medium,관찰 필요,84
E-26288,2026-06-07 05:24:44,192.168.1.187,10.0.0.47,TCP,XSS,웹 공격,0.954,High,확인 필요,95
E-26639,2026-06-07 05:24:18,192.168.1.138,10.0.0.48,TCP,Injection,웹 공격,0.9907,High,확인 필요,99
E-26028,2026-06-07 05:23:58,192.168.1.127,10.0.0.37,TCP,Injection,웹 공격,0.857,High,확인 필요,86
E-26771,2026-06-07 05:23:53,192.168.1.170,10.0.0.30,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-29227,2026-06-07 05:23:28,192.168.1.126,10.0.0.36,TCP,Reconnaissance,탐색형 공격,0.9989,Medium,관찰 필요,84
E-27507,2026-06-07 05:23:22,192.168.1.106,10.0.0.16,TCP,Reconnaissance,탐색형 공격,0.9913,Medium,관찰 필요,84
E-29670,2026-06-07 05:22:57,192.168.1.169,10.0.0.29,TCP,XSS,웹 공격,1.0,High,확인 필요,100
E-29724,2026-06-07 05:22:51,192.168.1.123,10.0.0.33,TCP,Scanning,탐색형 공격,0.9908,Medium,관찰 필요,84
E-28775,2026-06-07 05:22:12,192.168.1.174,10.0.0.34,TCP,Scanning,탐색형 공격,0.9941,Medium,관찰 필요,84
E-27586,2026-06-07 05:21:49,192.168.1.185,10.0.0.45,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-26408,2026-06-07 05:21:24,192.168.1.107,10.0.0.17,TCP,XSS,웹 공격,0.9538,High,확인 필요,95
E-25504,2026-06-07 05:21:08,192.168.1.103,10.0.0.13,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-28406,2026-06-07 05:20:54,192.168.1.105,10.0.0.15,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-26613,2026-06-07 05:20:44,192.168.1.112,10.0.0.22,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27700,2026-06-07 05:20:23,192.168.1.199,10.0.0.59,TCP,Scanning,탐색형 공격,0.9984,Medium,관찰 필요,84
E-28773,2026-06-07 05:20:07,192.168.1.172,10.0.0.32,TCP,Injection,웹 공격,0.9543,High,확인 필요,95
E-26474,2026-06-07 05:20:01,192.168.1.173,10.0.0.33,TCP,Scanning,탐색형 공격,0.9913,Medium,관찰 필요,84
E-29868,2026-06-07 05:19:57,192.168.1.167,10.0.0.27,TCP,Benign,정상 트래픽,0.9349,Low,정상,5
E-27944,2026-06-07 05:18:30,192.168.1.143,10.0.0.53,TCP,Benign,정상 트래픽,0.6832,Low,정상,5
E-27690,2026-06-07 05:18:02,192.168.1.189,10.0.0.49,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-25209,2026-06-07 05:17:53,192.168.1.108,10.0.0.18,TCP,Reconnaissance,탐색형 공격,0.9959,Medium,관찰 필요,84
E-29354,2026-06-07 05:17:48,192.168.1.153,10.0.0.13,TCP,XSS,웹 공격,0.9655,High,확인 필요,97
E-28866,2026-06-07 05:16:01,192.168.1.165,10.0.0.25,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27415,2026-06-07 05:15:49,192.168.1.114,10.0.0.24,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-25072,2026-06-07 05:15:48,192.168.1.171,10.0.0.31,TCP,Benign,정상 트래픽,0.9169,Low,정상,5
E-29166,2026-06-07 05:15:39,192.168.1.165,10.0.0.25,TCP,Reconnaissance,탐색형 공격,0.9836,Medium,관찰 필요,84
E-29234,2026-06-07 05:15:25,192.168.1.133,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.9375,Medium,관찰 필요,84
E-26234,2026-06-07 05:15:12,192.168.1.133,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.9456,Medium,관찰 필요,84
E-25213,2026-06-07 05:14:57,192.168.1.112,10.0.0.22,TCP,Reconnaissance,탐색형 공격,0.9951,Medium,관찰 필요,84
E-29023,2026-06-07 05:14:50,192.168.1.122,10.0.0.32,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-27141,2026-06-07 05:14:47,192.168.1.140,10.0.0.50,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-26775,2026-06-07 05:14:36,192.168.1.174,10.0.0.34,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-27063,2026-06-07 05:14:19,192.168.1.162,10.0.0.22,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-29752,2026-06-07 05:12:39,192.168.1.151,10.0.0.11,TCP,Scanning,탐색형 공격,0.9918,Medium,관찰 필요,84
E-25946,2026-06-07 05:12:28,192.168.1.145,10.0.0.55,TCP,Scanning,탐색형 공격,0.9973,Medium,관찰 필요,84
E-26325,2026-06-07 05:12:27,192.168.1.124,10.0.0.34,TCP,Injection,웹 공격,0.95,High,확인 필요,95
E-26540,2026-06-07 05:12:03,192.168.1.139,10.0.0.49,TCP,Benign,정상 트래픽,0.9996,Low,정상,5
E-27049,2026-06-07 05:11:04,192.168.1.148,10.0.0.58,TCP,Reconnaissance,탐색형 공격,0.9969,Medium,관찰 필요,84
E-29281,2026-06-07 05:10:56,192.168.1.180,10.0.0.40,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-25199,2026-06-07 05:10:35,192.168.1.198,10.0.0.58,TCP,Scanning,탐색형 공격,0.9982,Medium,관찰 필요,84
E-26033,2026-06-07 05:10:28,192.168.1.132,10.0.0.42,TCP,Reconnaissance,탐색형 공격,0.9639,Medium,관찰 필요,84
E-28205,2026-06-07 05:09:40,192.168.1.104,10.0.0.14,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-27933,2026-06-07 05:09:33,192.168.1.132,10.0.0.42,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-25904,2026-06-07 05:09:13,192.168.1.103,10.0.0.13,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27582,2026-06-07 05:09:03,192.168.1.181,10.0.0.41,TCP,Reconnaissance,탐색형 공격,0.9536,Medium,관찰 필요,84
E-26382,2026-06-07 05:08:45,192.168.1.181,10.0.0.41,TCP,Reconnaissance,탐색형 공격,0.9978,Medium,관찰 필요,84
E-29356,2026-06-07 05:08:22,192.168.1.155,10.0.0.15,TCP,Reconnaissance,탐색형 공격,0.9871,Medium,관찰 필요,84
E-27954,2026-06-07 05:08:01,192.168.1.153,10.0.0.13,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-26416,2026-06-07 05:07:24,192.168.1.115,10.0.0.25,TCP,Injection,웹 공격,0.9493,High,확인 필요,95
E-26018,2026-06-07 05:07:00,192.168.1.117,10.0.0.27,TCP,Reconnaissance,탐색형 공격,0.9897,Medium,관찰 필요,84
E-28623,2026-06-07 05:06:58,192.168.1.122,10.0.0.32,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-26736,2026-06-07 05:06:55,192.168.1.135,10.0.0.45,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-26761,2026-06-07 05:06:51,192.168.1.160,10.0.0.20,TCP,Benign,정상 트래픽,0.9396,Low,정상,5
E-29964,2026-06-07 05:06:50,192.168.1.163,10.0.0.23,TCP,Injection,웹 공격,0.9643,High,확인 필요,96
E-25621,2026-06-07 05:06:33,192.168.1.120,10.0.0.30,TCP,Reconnaissance,탐색형 공격,0.9369,Medium,관찰 필요,84
E-26044,2026-06-07 05:06:10,192.168.1.143,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.9531,Medium,관찰 필요,84
E-25404,2026-06-07 05:05:46,192.168.1.103,10.0.0.13,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-28460,2026-06-07 05:05:40,192.168.1.159,10.0.0.19,TCP,Reconnaissance,탐색형 공격,0.9502,Medium,관찰 필요,84
E-28010,2026-06-07 05:05:18,192.168.1.109,10.0.0.19,TCP,Scanning,탐색형 공격,0.9939,Medium,관찰 필요,84
E-25040,2026-06-07 05:04:01,192.168.1.139,10.0.0.49,TCP,Injection,웹 공격,0.953,High,확인 필요,95
E-26628,2026-06-07 05:04:00,192.168.1.127,10.0.0.37,TCP,Reconnaissance,탐색형 공격,0.9906,Medium,관찰 필요,84
E-28387,2026-06-07 05:03:56,192.168.1.186,10.0.0.46,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-25686,2026-06-07 05:03:26,192.168.1.185,10.0.0.45,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-28891,2026-06-07 05:01:50,192.168.1.190,10.0.0.50,TCP,Scanning,탐색형 공격,0.9984,Medium,관찰 필요,84
E-26197,2026-06-07 05:01:21,192.168.1.196,10.0.0.56,TCP,Reconnaissance,탐색형 공격,0.9941,Medium,관찰 필요,84
E-29419,2026-06-07 05:01:00,192.168.1.118,10.0.0.28,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27154,2026-06-07 05:00:58,192.168.1.153,10.0.0.13,TCP,Password,인증 공격,0.9644,High,확인 필요,96
E-28052,2026-06-07 05:00:43,192.168.1.151,10.0.0.11,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-25067,2026-06-07 05:00:40,192.168.1.166,10.0.0.26,TCP,Reconnaissance,탐색형 공격,0.9911,Medium,관찰 필요,84
E-28114,2026-06-07 05:00:33,192.168.1.113,10.0.0.23,TCP,Benign,정상 트래픽,0.9453,Low,정상,5
E-27555,2026-06-07 05:00:07,192.168.1.154,10.0.0.14,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-29439,2026-06-07 05:00:06,192.168.1.138,10.0.0.48,TCP,XSS,웹 공격,0.9504,High,확인 필요,95
E-25210,2026-06-07 04:59:13,192.168.1.109,10.0.0.19,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-25322,2026-06-07 04:58:51,192.168.1.121,10.0.0.31,TCP,Injection,웹 공격,0.9861,High,확인 필요,99
E-27940,2026-06-07 04:58:10,192.168.1.139,10.0.0.49,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-28849,2026-06-07 04:57:46,192.168.1.148,10.0.0.58,TCP,Reconnaissance,탐색형 공격,0.9964,Medium,관찰 필요,84
E-29403,2026-06-07 04:57:45,192.168.1.102,10.0.0.12,TCP,XSS,웹 공격,0.953,High,확인 필요,95
E-28487,2026-06-07 04:57:39,192.168.1.186,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9707,Medium,관찰 필요,84
E-25036,2026-06-07 04:57:29,192.168.1.135,10.0.0.45,TCP,Injection,웹 공격,0.9992,High,확인 필요,100
E-26972,2026-06-07 04:57:13,192.168.1.171,10.0.0.31,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-26894,2026-06-07 04:57:11,192.168.1.193,10.0.0.53,TCP,Benign,정상 트래픽,0.9108,Low,정상,5
E-27657,2026-06-07 04:57:01,192.168.1.156,10.0.0.16,TCP,Reconnaissance,탐색형 공격,0.9978,Medium,관찰 필요,84
E-29827,2026-06-07 04:56:58,192.168.1.126,10.0.0.36,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-29793,2026-06-07 04:56:25,192.168.1.192,10.0.0.52,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-29475,2026-06-07 04:55:44,192.168.1.174,10.0.0.34,TCP,Reconnaissance,탐색형 공격,0.964,Medium,관찰 필요,84
E-28968,2026-06-07 04:55:34,192.168.1.167,10.0.0.27,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-28752,2026-06-07 04:55:11,192.168.1.151,10.0.0.11,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-25175,2026-06-07 04:54:22,192.168.1.174,10.0.0.34,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-27173,2026-06-07 04:54:04,192.168.1.172,10.0.0.32,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-29007,2026-06-07 04:53:58,192.168.1.106,10.0.0.16,TCP,Reconnaissance,탐색형 공격,0.9998,Medium,관찰 필요,84
E-28894,2026-06-07 04:53:42,192.168.1.193,10.0.0.53,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-28518,2026-06-07 04:53:11,192.168.1.117,10.0.0.27,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-26350,2026-06-07 04:52:57,192.168.1.149,10.0.0.59,TCP,Benign,정상 트래픽,0.9989,Low,정상,5
E-25825,2026-06-07 04:52:32,192.168.1.124,10.0.0.34,TCP,Reconnaissance,탐색형 공격,0.986,Medium,관찰 필요,84
E-29369,2026-06-07 04:52:21,192.168.1.168,10.0.0.28,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-25205,2026-06-07 04:52:18,192.168.1.104,10.0.0.14,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-25105,2026-06-07 04:52:17,192.168.1.104,10.0.0.14,TCP,Password,인증 공격,0.9963,High,확인 필요,100
E-28688,2026-06-07 04:51:40,192.168.1.187,10.0.0.47,TCP,Scanning,탐색형 공격,0.9921,Medium,관찰 필요,84
E-27560,2026-06-07 04:51:34,192.168.1.159,10.0.0.19,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-28556,2026-06-07 04:51:01,192.168.1.155,10.0.0.15,TCP,Reconnaissance,탐색형 공격,0.9992,Medium,관찰 필요,84
E-29294,2026-06-07 04:50:49,192.168.1.193,10.0.0.53,TCP,Benign,정상 트래픽,0.8783,Low,정상,5
E-27825,2026-06-07 04:50:49,192.168.1.124,10.0.0.34,TCP,Reconnaissance,탐색형 공격,0.9174,Medium,관찰 필요,84
E-28533,2026-06-07 04:50:19,192.168.1.132,10.0.0.42,TCP,Reconnaissance,탐색형 공격,0.9912,Medium,관찰 필요,84
E-26941,2026-06-07 04:50:15,192.168.1.140,10.0.0.50,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-29121,2026-06-07 04:50:00,192.168.1.120,10.0.0.30,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27086,2026-06-07 04:49:34,192.168.1.185,10.0.0.45,TCP,XSS,웹 공격,0.9577,High,확인 필요,96
E-28044,2026-06-07 04:49:08,192.168.1.143,10.0.0.53,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27163,2026-06-07 04:49:05,192.168.1.162,10.0.0.22,TCP,Injection,웹 공격,0.9982,High,확인 필요,100
E-28883,2026-06-07 04:48:18,192.168.1.182,10.0.0.42,TCP,Reconnaissance,탐색형 공격,0.9297,Medium,관찰 필요,84
E-25482,2026-06-07 04:48:03,192.168.1.181,10.0.0.41,TCP,Injection,웹 공격,0.9964,High,확인 필요,100
E-28694,2026-06-07 04:47:30,192.168.1.193,10.0.0.53,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-29815,2026-06-07 04:47:27,192.168.1.114,10.0.0.24,TCP,Injection,웹 공격,0.7776,High,확인 필요,85
E-25723,2026-06-07 04:47:12,192.168.1.122,10.0.0.32,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-29922,2026-06-07 04:47:00,192.168.1.121,10.0.0.31,TCP,XSS,웹 공격,0.9996,High,확인 필요,100
E-27452,2026-06-07 04:46:52,192.168.1.151,10.0.0.11,TCP,Benign,정상 트래픽,0.662,Low,정상,5
E-28844,2026-06-07 04:46:20,192.168.1.143,10.0.0.53,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27236,2026-06-07 04:46:02,192.168.1.135,10.0.0.45,TCP,XSS,웹 공격,0.96,High,확인 필요,96
E-27042,2026-06-07 04:45:53,192.168.1.141,10.0.0.51,TCP,Injection,웹 공격,0.9587,High,확인 필요,96
E-28709,2026-06-07 04:45:21,192.168.1.108,10.0.0.18,TCP,XSS,웹 공격,0.9695,High,확인 필요,97
E-28666,2026-06-07 04:45:07,192.168.1.165,10.0.0.25,TCP,XSS,웹 공격,0.983,High,확인 필요,98
E-29880,2026-06-07 04:44:45,192.168.1.179,10.0.0.39,TCP,Scanning,탐색형 공격,0.9922,Medium,관찰 필요,84
E-25952,2026-06-07 04:44:28,192.168.1.151,10.0.0.11,TCP,Injection,웹 공격,0.9398,High,확인 필요,94
E-26585,2026-06-07 04:44:22,192.168.1.184,10.0.0.44,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-29183,2026-06-07 04:44:21,192.168.1.182,10.0.0.42,TCP,Benign,정상 트래픽,0.7473,Low,정상,5
E-28581,2026-06-07 04:44:04,192.168.1.180,10.0.0.40,TCP,Scanning,탐색형 공격,0.986,Medium,관찰 필요,84
E-25107,2026-06-07 04:43:56,192.168.1.106,10.0.0.16,TCP,Reconnaissance,탐색형 공격,0.9386,Medium,관찰 필요,84
E-27305,2026-06-07 04:43:24,192.168.1.104,10.0.0.14,TCP,Reconnaissance,탐색형 공격,0.9604,Medium,관찰 필요,84
E-29799,2026-06-07 04:43:22,192.168.1.198,10.0.0.58,TCP,Password,인증 공격,0.9997,High,확인 필요,100
E-27501,2026-06-07 04:43:13,192.168.1.100,10.0.0.10,TCP,Benign,정상 트래픽,0.9999,Low,정상,5
E-26994,2026-06-07 04:43:11,192.168.1.193,10.0.0.53,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-27752,2026-06-07 04:43:04,192.168.1.151,10.0.0.11,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-25286,2026-06-07 04:42:55,192.168.1.185,10.0.0.45,TCP,Scanning,탐색형 공격,0.9812,Medium,관찰 필요,84
E-26411,2026-06-07 04:42:53,192.168.1.110,10.0.0.20,TCP,XSS,웹 공격,0.9712,High,확인 필요,97
E-25137,2026-06-07 04:42:36,192.168.1.136,10.0.0.46,TCP,Scanning,탐색형 공격,0.8133,Medium,관찰 필요,81
E-25810,2026-06-07 04:42:34,192.168.1.109,10.0.0.19,TCP,Scanning,탐색형 공격,0.9982,Medium,관찰 필요,84
E-25043,2026-06-07 04:41:36,192.168.1.142,10.0.0.52,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-26461,2026-06-07 04:41:30,192.168.1.160,10.0.0.20,TCP,Injection,웹 공격,0.9494,High,확인 필요,95
E-29396,2026-06-07 04:41:04,192.168.1.195,10.0.0.55,TCP,Reconnaissance,탐색형 공격,0.953,Medium,관찰 필요,84
E-28109,2026-06-07 04:40:44,192.168.1.108,10.0.0.18,TCP,Password,인증 공격,0.9995,High,확인 필요,100
E-25734,2026-06-07 04:39:26,192.168.1.133,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.9422,Medium,관찰 필요,84
E-29304,2026-06-07 04:39:01,192.168.1.103,10.0.0.13,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-25589,2026-06-07 04:38:04,192.168.1.188,10.0.0.48,TCP,Reconnaissance,탐색형 공격,0.999,Medium,관찰 필요,84
E-28331,2026-06-07 04:37:56,192.168.1.130,10.0.0.40,TCP,Injection,웹 공격,0.9478,High,확인 필요,95
E-26098,2026-06-07 04:37:45,192.168.1.197,10.0.0.57,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-27002,2026-06-07 04:37:39,192.168.1.101,10.0.0.11,TCP,Reconnaissance,탐색형 공격,0.9992,Medium,관찰 필요,84
E-29164,2026-06-07 04:37:01,192.168.1.163,10.0.0.23,TCP,Injection,웹 공격,0.9437,High,확인 필요,94
E-26037,2026-06-07 04:37:00,192.168.1.136,10.0.0.46,TCP,Injection,웹 공격,0.7945,High,확인 필요,85
E-26670,2026-06-07 04:36:33,192.168.1.169,10.0.0.29,TCP,XSS,웹 공격,0.9998,High,확인 필요,100
E-27477,2026-06-07 04:36:29,192.168.1.176,10.0.0.36,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-26906,2026-06-07 04:36:05,192.168.1.105,10.0.0.15,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-26481,2026-06-07 04:36:00,192.168.1.180,10.0.0.40,TCP,Reconnaissance,탐색형 공격,0.9914,Medium,관찰 필요,84
E-26573,2026-06-07 04:35:50,192.168.1.172,10.0.0.32,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-27807,2026-06-07 04:35:12,192.168.1.106,10.0.0.16,TCP,Scanning,탐색형 공격,0.9851,Medium,관찰 필요,84
E-26273,2026-06-07 04:34:52,192.168.1.172,10.0.0.32,TCP,Reconnaissance,탐색형 공격,0.9978,Medium,관찰 필요,84
E-27337,2026-06-07 04:34:34,192.168.1.136,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9433,Medium,관찰 필요,84
E-29654,2026-06-07 04:34:18,192.168.1.153,10.0.0.13,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-29189,2026-06-07 04:34:18,192.168.1.188,10.0.0.48,TCP,XSS,웹 공격,1.0,High,확인 필요,100
E-26239,2026-06-07 04:33:34,192.168.1.138,10.0.0.48,TCP,Injection,웹 공격,0.9916,High,확인 필요,99
E-26297,2026-06-07 04:33:00,192.168.1.196,10.0.0.56,TCP,Password,인증 공격,0.9881,High,확인 필요,99
E-26193,2026-06-07 04:32:40,192.168.1.192,10.0.0.52,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-29096,2026-06-07 04:32:14,192.168.1.195,10.0.0.55,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-28667,2026-06-07 04:32:07,192.168.1.166,10.0.0.26,TCP,Reconnaissance,탐색형 공격,0.943,Medium,관찰 필요,84
E-27274,2026-06-07 04:31:29,192.168.1.173,10.0.0.33,TCP,Benign,정상 트래픽,1.0,Low,정상,5
